hero1,hero2
HUMAN TORCH/JOHNNY S,SPIDER-MAN/PETER PAR
HUMAN TORCH/JOHNNY S,SPIDER-MAN/PETER PAR
HUMAN TORCH/JOHNNY S,SPIDER-MAN/PETER PAR
HUMAN TORCH/JOHNNY S,PILEDRIVER II/BRIAN 
HUMAN TORCH/JOHNNY S,"MASTERS, ALICIA REIS"
HUMAN TORCH/JOHNNY S,"MASTERS, ALICIA REIS"
HUMAN TORCH/JOHNNY S,SPIDER-WOMAN II/JULI
HUMAN TORCH/JOHNNY S,WOLVERINE/LOGAN 
HUMAN TORCH/JOHNNY S,LIGHTSPEED/JULIE POW
HUMAN TORCH/JOHNNY S,INFOMORPH
HUMAN TORCH/JOHNNY S,MOCKINGBIRD/DR. BARB
HUMAN TORCH/JOHNNY S,WRECKER III/DIRK GAR
HUMAN TORCH/JOHNNY S,QUICKSILVER/PIETRO M
HUMAN TORCH/JOHNNY S,IRON MAN IV/JAMES R.
HUMAN TORCH/JOHNNY S,LYJA LAZERFIST [SKRU
HUMAN TORCH/JOHNNY S,"JAMESON, J. JONAH"
HUMAN TORCH/JOHNNY S,WASP/JANET VAN DYNE 
HUMAN TORCH/JOHNNY S,KLAW/ULYSSES KLAW
HUMAN TORCH/JOHNNY S,"MOWAT, FARLEY"
HUMAN TORCH/JOHNNY S,ROGUE /
HUMAN TORCH/JOHNNY S,SILVER SURFER/NORRIN
HUMAN TORCH/JOHNNY S,SANDMAN/WILLIAM BAKE
HUMAN TORCH/JOHNNY S,THOR/DR. DONALD BLAK
HUMAN TORCH/JOHNNY S,SABRA/RUTH BAT-SERAP
HUMAN TORCH/JOHNNY S,"WINGFOOT, WYATT"
HUMAN TORCH/JOHNNY S,RINGTOSS
HUMAN TORCH/JOHNNY S,OVERMIND/GROM
HUMAN TORCH/JOHNNY S,LIVING LIGHTNING/MIG
HUNCH,"WHYTE, HARMONY (HARM"
"HUNT, JERRY","MCCABE, LINDSAY"
HUNTARA/MARY ELIZABE,"RICHARDS, NATHANIEL"
"HUNTER, STEVIE","MACTAGGERT, MOIRA KI"
"HUNTER, STEVIE","MACTAGGERT, MOIRA KI"
"HUNTER, STEVIE",SHADOWCAT/KATHERINE 
HUSK/PAIGE GUTHRIE,"LANG, DR. STEVEN"
HUSK/PAIGE GUTHRIE,MARROW/SARAH 
HUSK/PAIGE GUTHRIE,THUNDERBIRD II/JAMES
HUSK/PAIGE GUTHRIE,RICTOR/JULIO ESTEBAN
HUSK/PAIGE GUTHRIE,JUBILEE/JUBILATION L
HUSK/PAIGE GUTHRIE,WHITE QUEEN/EMMA FRO
HUSSAR,"SUMMERS, NATHAN CHRI"
HUSSAR,MARVEL GIRL/JEAN GRE
HUSSAR,WARSTAR
HUSSAR,RAZA LONGKNIFE
HUSSAR,SHIP
HYBRID/JAMES JIMMY M,"JONES, LORRAINE LORR"
HYDROMAN/MORRIE BENC,RHINO
HYDROMAN/MORRIE BENC,WHIPLASH/MARK SCARLO
HYPERION,LADY LARK/LINDA LEWI
HYPERION,NIGHTHAWK/KYLE RICHM
HYPERION,WHIZZER II/STANLEY S
HYPERION,SHAPE
HYPERION,QUASAR III/WENDELL V
HYPERION,"JONES, HUGH"
ICE PRINCESS/,IMPALA/
ICE-MAN | MUTANT X-V,NOVA II | MUTANT X-V
ICEMAN/ROBERT BOBBY ,STORM/ORORO MUNROE S
ICEMAN/ROBERT BOBBY ,STORM/ORORO MUNROE S
ICEMAN/ROBERT BOBBY ,MARVEL GIRL/JEAN GRE
ICEMAN/ROBERT BOBBY ,MARVEL GIRL/JEAN GRE
ICEMAN/ROBERT BOBBY ,MARVEL GIRL/JEAN GRE
ICEMAN/ROBERT BOBBY ,MARVEL GIRL/JEAN GRE
ICEMAN/ROBERT BOBBY ,MARVEL GIRL/JEAN GRE
ICEMAN/ROBERT BOBBY ,MARVEL GIRL/JEAN GRE
ICEMAN/ROBERT BOBBY ,JUBILEE/JUBILATION L
ICEMAN/ROBERT BOBBY ,PROFESSOR X/CHARLES 
ICEMAN/ROBERT BOBBY ,PROFESSOR X/CHARLES 
ICEMAN/ROBERT BOBBY ,STRONG GUY/GUIDO CAR
ICEMAN/ROBERT BOBBY ,"SUMMERS, NATHAN CHRI"
ICEMAN/ROBERT BOBBY ,SUPER SABRE/MARTIN F
ICEMAN/ROBERT BOBBY ,"MADDICKS, ARTHUR ART"
ICEMAN/ROBERT BOBBY ,SHIP
ICEMAN/ROBERT BOBBY ,"NORRISS, SISTER BARB"
ICEMAN/ROBERT BOBBY ,"NORRISS, SISTER BARB"
ICEMAN/ROBERT BOBBY ,KATSU'TA'RO
ICEMAN/ROBERT BOBBY ,WOLVERINE/LOGAN 
ICEMAN/ROBERT BOBBY ,"O'BRIEN, MICHAEL"
ICEMAN/ROBERT BOBBY ,JOSEPH
ICEMAN/ROBERT BOBBY ,MASTER MOLD II
ICEMAN/ROBERT BOBBY ,JUGGERNAUT/CAIN MARK
ICEMAN/ROBERT BOBBY ,MULTIPLE MAN DOPPELG
ICEMAN/ROBERT BOBBY ,"JONES, RICHARD MILHO"
ICEMAN/ROBERT BOBBY ,PSYNAPSE
ICEMAN/ROBERT BOBBY ,"JONES, MARLO CHANDLE"
ICEMAN/ROBERT BOBBY ,THING/BENJAMIN J. GR
ICEMAN/ROBERT BOBBY ,SASQUATCH/WALTER LAN
ICEMAN/ROBERT BOBBY ,MIRACLE MAN
ICEMAN/ROBERT BOBBY ,TIGRA/GREER NELSON
ICEMAN/ROBERT BOBBY ,MR. FANTASTIC/REED R
ICEMAN/ROBERT BOBBY ,KA-ZAR/KEVIN PLUNDER
ICEMAN/ROBERT BOBBY ,SCARLET WITCH/WANDA 
ICEMAN/ROBERT BOBBY ,"MACTAGGERT, MOIRA KI"
ICEMAN/ROBERT BOBBY ,MOONDRAGON/HEATHER D
ICEMAN/ROBERT BOBBY ,PSYLOCKE/ELISABETH B
ICEMASTER/,SLYDE
ICEMASTER/,"STOCKBRIDGE, DEANNA"
IKARIS/IKE HARRIS [E,TUTINAX
IKARIS/IKE HARRIS [E,SPRITE
IKARIS/IKE HARRIS [E,SERSI/SYLVIA
IKARIS/IKE HARRIS [E,SERSI/SYLVIA
IKARIS/IKE HARRIS [E,ZURAS
IKARIS/IKE HARRIS [E,REJECT/RAN-SAK [DEVI
IKARIS/IKE HARRIS [E,"O'BRIEN, MICHAEL"
IKARIS/IKE HARRIS [E,STARFOX/EROS
IKTHON,STINGRAY/DR. WALTER 
IMP/PANDORA DESTINE,WOLVERINE/LOGAN 
IMPALA/,ION/
IMPULSE II/DWIGHT HU,TAI II
INFERNO II/JOSEPH CO,LLOIGOROTH
INFINITY,THOR/DR. DONALD BLAK
INFINITY,THOR/DR. DONALD BLAK
INFINITY II,WARLOCK II/ADAM WARL
INVISIBLE WOMAN/SUE ,"SAXON, STARR"
INVISIBLE WOMAN/SUE ,MR. FANTASTIC/REED R
INVISIBLE WOMAN/SUE ,MR. FANTASTIC/REED R
INVISIBLE WOMAN/SUE ,MR. FANTASTIC/REED R
INVISIBLE WOMAN/SUE ,MR. FANTASTIC/REED R
INVISIBLE WOMAN/SUE ,MR. FANTASTIC/REED R
INVISIBLE WOMAN/SUE ,MR. FANTASTIC/REED R
INVISIBLE WOMAN/SUE ,MR. FANTASTIC/REED R
INVISIBLE WOMAN/SUE ,MR. FANTASTIC/REED R
INVISIBLE WOMAN/SUE ,PSYCHO-MAN
INVISIBLE WOMAN/SUE ,JUSTICE II/VANCE AST
INVISIBLE WOMAN/SUE ,TERRAX II/TYROS
INVISIBLE WOMAN/SUE ,MOONDRAGON/HEATHER D
INVISIBLE WOMAN/SUE ,UNION JACK III/JOEY 
INVISIBLE WOMAN/SUE ,"TILBY, TRISH/PATRICI"
INVISIBLE WOMAN/SUE ,LIVING TRIBUNAL
INVISIBLE WOMAN/SUE ,PUNCHOUT
INVISIBLE WOMAN/SUE ,NOVA/RICHARD RIDER
INVISIBLE WOMAN/SUE ,NOVA/RICHARD RIDER
INVISIBLE WOMAN/SUE ,LANDA
INVISIBLE WOMAN/SUE ,"RICHARDS, FRANKLIN B"
INVISIBLE WOMAN/SUE ,"RICHARDS, FRANKLIN B"
INVISIBLE WOMAN/SUE ,"RICHARDS, FRANKLIN B"
INVISIBLE WOMAN/SUE ,"RICHARDS, FRANKLIN B"
INVISIBLE WOMAN/SUE ,"RICHARDS, FRANKLIN B"
INVISIBLE WOMAN/SUE ,MARVEL GIRL II/VALER
INVISIBLE WOMAN/SUE ,"QUINN, MIRANDA/M'RYN"
INVISIBLE WOMAN/SUE ,MADAME MASQUE/GIULIE
INVISIBLE WOMAN/SUE ,"ZARRKO, ARTHUR"
INVISIBLE WOMAN/SUE ,SPEEDBALL DOPPELGANG
INVISIBLE WOMAN/SUE ,"SCARFE, RAFAEL"
INVISIBLE WOMAN/SUE ,SANDMAN/WILLIAM BAKE
INVISIBLE WOMAN/SUE ,UATU
INVISIBLE WOMAN/SUE ,"SCRATCH, NICHOLAS"
INVISIBLE WOMAN/SUE ,PRINCESS PYTHON/ZELD
INVISIBLE WOMAN/SUE ,"RICHARDS, FRANKLIN 2"
INVISIBLE WOMAN/SUE ,WEREWOLF BY NIGHT/JA
INVISIBLE WOMAN/SUE ,SUB-MARINER/NAMOR MA
INVISIBLE WOMAN/SUE ,LYJA LAZERFIST [SKRU
INVISIBLE WOMAN/SUE ,KRISTOFF/KRISTOFF VE
INVISIBLE WOMAN/SUE ,PROWLER/HOBIE BROWN
INVISIBLE WOMAN/SUE ,ROGUE /
INVISIBLE WOMAN/SUE ,VISION 
INVISIBLE WOMAN/SUE ,NUMBERS
INVISIBLE WOMAN/SUE ,MARX
INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR
INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR
INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR
INVISIBLE WOMAN/SUE ,KARMA/XI'AN COY MANH
INVISIBLE WOMAN/SUE ,MARGOYLE
INVISIBLE WOMAN/SUE ,KRUGGAR
INVISIBLE WOMAN/SUE ,"PARKER, MAY"
INVISIBLE WOMAN/SUE ,"WATSON, ANNA"
INVISIBLE WOMAN/SUE ,NAMORITA/NITA PRENTI
INVISIBLE WOMAN/SUE ,WIZARD/BENTLEY WITTM
INVISIBLE WOMAN/SUE ,VASHTI
INVISIBLE WOMAN/SUE ,IRON MAN/TONY STARK 
INVISIBLE WOMAN/SUE ,POWERHOUSE/RIEG DAVA
INVISIBLE WOMAN/SUE ,STORM DOPPELGANGER
INVISIBLE WOMAN/SUE ,TRITON
INVISIBLE WOMAN/SUE ,"MANH, COY LEONG XUI"
INVISIBLE WOMAN/SUE ,"PAIBOK, CAPT. [SKRUL"
INVISIBLE WOMAN/SUE ,SPIDER-MAN/PETER PAR
INVISIBLE WOMAN/SUE ,MEGGAN
"IONELLO, JASON",SPIDER-MAN/PETER PAR
"IONELLO, JASON","THOMPSON, EUGENE FLA"
IRON FIST H'YLTHRI I,NORTHSTAR/JEAN-PAUL 
IRON FIST/DANIEL RAN,"WHYTE, HARMONY (HARM"
IRON FIST/DANIEL RAN,"SCARFE, RAFAEL"
IRON FIST/DANIEL RAN,NOVA/RICHARD RIDER
IRON FIST/DANIEL RAN,WASP/JANET VAN DYNE 
IRON FIST/DANIEL RAN,"TEMPLE, CLAIRE"
IRON FIST/DANIEL RAN,SPIDER-MAN/PETER PAR
IRON FIST/DANIEL RAN,"KNIGHT, MISTY"
IRON FIST/DANIEL RAN,PEATOR
IRON FIST/DANIEL RAN,POWER MAN/ERIK JOSTE
IRON FIST/DANIEL RAN,PROFESSOR X/CHARLES 
IRON FIST/DANIEL RAN,NINJA/
IRON FIST/DANIEL RAN,"NELSON, FRANKLIN FOG"
IRON MAIDEN/,SNAPDRAGON/SHEOKE SA
IRON MAN DOPPELGANGE,LIVING TRIBUNAL
IRON MAN DOPPELGANGE,SHE-HULK/JENNIFER WA
IRON MAN DOPPELGANGE,"RICHARDS, FRANKLIN B"
IRON MAN DOPPELGANGE,WARLOCK II/ADAM WARL
IRON MAN DOPPELGANGE,SPIDER-WOMAN II/JULI
IRON MAN III/EDDIE M,IRON MAN/TONY STARK 
IRON MAN IV/JAMES R.,MOLECULE MAN/OWEN RE
IRON MAN IV/JAMES R.,LIZARD/DR. CURTIS CO
IRON MAN IV/JAMES R.,ROGUE /
IRON MAN IV/JAMES R.,SOCRATES SOCK
IRON MAN IV/JAMES R.,WRECKER III/DIRK GAR
IRON MAN IV/JAMES R.,THING/BENJAMIN J. GR
IRON MAN IV/JAMES R.,NIGHTCRAWLER/KURT WA
IRON MAN IV/JAMES R.,"NAPIER, RAMONA DR."
IRON MAN IV/JAMES R.,WONG
IRON MAN IV/JAMES R.,"MALUS, DR. KARL"
IRON MAN IV/JAMES R.,MANDARIN
IRON MAN IV/JAMES R.,SHE-HULK/JENNIFER WA
IRON MAN V/TEEN TONY,LIBRA III/
IRON MAN V/TEEN TONY,VISION 
IRON MAN V/TEEN TONY,MR. FANTASTIC/REED R
IRON MAN/TONY STARK ,KA-ZAR/KEVIN PLUNDER
IRON MAN/TONY STARK ,MS. MARVEL II/SHARON
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,LIVING LIGHTNING/MIG
IRON MAN/TONY STARK ,"JONES, RICHARD MILHO"
IRON MAN/TONY STARK ,"JONES, RICHARD MILHO"
IRON MAN/TONY STARK ,"TAKAHASHI, REI"
IRON MAN/TONY STARK ,NIGHT THRASHER/DUANE
IRON MAN/TONY STARK ,"JARVIS, EDWIN "
IRON MAN/TONY STARK ,"JARVIS, EDWIN "
IRON MAN/TONY STARK ,"JARVIS, EDWIN "
IRON MAN/TONY STARK ,"JARVIS, EDWIN "
IRON MAN/TONY STARK ,"JARVIS, EDWIN "
IRON MAN/TONY STARK ,"RANSOME, JENNIFER AM"
IRON MAN/TONY STARK ,"RAMIREZ, LUIS"
IRON MAN/TONY STARK ,"PEARSON, MARCY"
IRON MAN/TONY STARK ,"ROSS, GEN. THADDEUS "
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,MADAME MASQUE III
IRON MAN/TONY STARK ,WONDER MAN/SIMON WIL
IRON MAN/TONY STARK ,WONDER MAN/SIMON WIL
IRON MAN/TONY STARK ,WONDER MAN/SIMON WIL
IRON MAN/TONY STARK ,WONDER MAN/SIMON WIL
IRON MAN/TONY STARK ,"JONES, CHARLOTTE"
IRON MAN/TONY STARK ,RAGE/ELVIN DARYL HAL
IRON MAN/TONY STARK ,RADIOACTIVE MAN/DR. 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,"SITWELL, JASPER"
IRON MAN/TONY STARK ,"LOR, KONA"
IRON MAN/TONY STARK ,TEFRAL
IRON MAN/TONY STARK ,SASQUATCH/WALTER LAN
IRON MAN/TONY STARK ,MR. FANTASTIC/REED R
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
IRON MAN/TONY STARK ,TANA NILE
IRON MAN/TONY STARK ,"MUTO, JUNZO"
IRON MAN/TONY STARK ,"LACOSTE, RAE"
IRON MAN/TONY STARK ,"LACOSTE, RAE"
IRON MAN/TONY STARK ,VIZIER
IRON MAN/TONY STARK ,MAGNETO/MAGNUS/ERIC 
IRON MAN/TONY STARK ,"WANG, LI"
IRON MAN/TONY STARK ,SHATTERAX
IRON MAN/TONY STARK ,"NORRISS, SISTER BARB"
IRON MAN/TONY STARK ,"NORRISS, SISTER BARB"
IRON MAN/TONY STARK ,"NORRISS, SISTER BARB"
IRON MAN/TONY STARK ,MOLE MAN/HARVEY RUPE
IRON MAN/TONY STARK ,LADY LARK/LINDA LEWI
IRON MAN/TONY STARK ,PROFESSOR X/CHARLES 
IRON MAN/TONY STARK ,JACK O'LANTERN II/MA
IRON MAN/TONY STARK ,SILHOUETTE
IRON MAN/TONY STARK ,MANTIS/? BRANDT
IRON MAN/TONY STARK ,"MOOMJI, INDRIES"
IRON MAN/TONY STARK ,WOLF SPIRIT/OWAYODAT
IRON MAN/TONY STARK ,MEPHISTO
IRON MAN/TONY STARK ,NEBULON
IRON MAN/TONY STARK ,MISFIT/
IRON MAN/TONY STARK ,MIDAS
IRON MAN/TONY STARK ,"O'BRIEN, MICHAEL"
IRON MAN/TONY STARK ,JOCASTA
IRON MAN/TONY STARK ,WONG CHU
IRON MAN/TONY STARK ,MAN-KILLER/KATRINA L
IRON MAN/TONY STARK ,"RAHN, TAMARA"
IRON MAN/TONY STARK ,MASTER ORDER
IRON MAN/TONY STARK ,SPIDER-WOMAN II/JULI
IRONCLAD,STORM/ORORO MUNROE S
"ISHIHARA, ZOE",RAX
JACK FLAG/,MOONHUNTER/ZACK MOON
JACK FLAG/,MODOK/GEORGE TARLETO
JACK FROST/,PATRIOT/JEFF MACE
JACK FROST/,RED SKULL/JOHANN SCH
JACK FROST/,WHIZZER/ROBERT L. FR
JACK O'LANTERN II/MA,"SLOAN, ANNA"
JACK O'LANTERN II/MA,"SMITH, JOE"
JACK OF HEARTS/JACK ,VOSTOK
JACK OF HEARTS/JACK ,WASP/JANET VAN DYNE 
JACK OF HEARTS/JACK ,VISION 
JACK OF HEARTS/JACK ,QUASAR III/WENDELL V
JACK OF HEARTS/JACK ,KA-ZAR/KEVIN PLUNDER
JACK OF HEARTS/JACK ,PROFESSOR X/CHARLES 
JACK OF HEARTS/JACK ,WONDER MAN/SIMON WIL
JACKAL/MILES WARREN,"TRAINER, DR. SEWARD"
JACKAL/MILES WARREN,"KAFKA, DR. ASHLEY"
JACKAL/MILES WARREN,"PARKER, MAY"
"JACKSON, STEVE",TORPEDO III/BROCK JO
JADE DRAGON/DEI GUAN,PUCK/EUGENE MILTON J
JAGRFELM [ASGARDIAN],MANGOG
JAGRFELM [ASGARDIAN],THANOS
JAILBAIT/JESS,ROCK/SAMUEL JOHN ROC
JAILBAIT/JESS,"ROSS, GEN. THADDEUS "
JAMEKA,ZABU
"JAMESON, COL. JOHN ","WATSON-PARKER, MARY "
"JAMESON, COL. JOHN ","WATSON-PARKER, MARY "
"JAMESON, COL. JOHN ","STANKOWICZ, FABIAN"
"JAMESON, COL. JOHN ","JARVIS, EDWIN "
"JAMESON, COL. JOHN ",SPIDER-MAN/PETER PAR
"JAMESON, COL. JOHN ",KINGPIN/WILSON FISK
"JAMESON, COL. JOHN ",MEDEA
"JAMESON, J. JONAH","STACY, CAPT. GEORGE"
"JAMESON, J. JONAH","ROBERTSON, JOE"
"JAMESON, J. JONAH","ROBERTSON, JOE"
"JAMESON, J. JONAH","ROBERTSON, JOE"
"JAMESON, J. JONAH","KINE, BENEDICT"
"JAMESON, J. JONAH",KA-ZAR/KEVIN PLUNDER
"JAMESON, J. JONAH","STACY, GWEN"
"JAMESON, J. JONAH","STACY, GWEN"
"JAMESON, J. JONAH",PILEDRIVER II/BRIAN 
"JAMESON, J. JONAH",MYSTERIO/QUENTIN BEC
"JAMESON, J. JONAH","OSBORN, NORMIE"
"JAMESON, J. JONAH",SILVERMANE/SILVIO MA
"JAMESON, J. JONAH",ROSE IV/JACOB JAKE C
"JAMESON, J. JONAH",VISION 
"JAMESON, J. JONAH","WATSON-PARKER, MARY "
"JAMESON, J. JONAH","POGUE, BARTON"
"JAMESON, J. JONAH",SUB-MARINER/NAMOR MA
"JAMESON, J. JONAH",SPIDER-MAN/PETER PAR
"JAMESON, J. JONAH",SPIDER-MAN/PETER PAR
"JAMESON, J. JONAH","MAYE, APRIL"
"JAMESON, J. JONAH","LEEDS, NED"
"JAMESON, J. JONAH","SNIPES, DET."
"JAMESON, J. JONAH",SHOCKER/HERMAN SCHUL
"JAMESON, J. JONAH","PARKER, MAY"
"JAMESON, J. JONAH","PARKER, MAY"
"JAMESON, J. JONAH","PARKER, MAY"
"JAMESON, J. JONAH","OSBORN, LIZ ALLAN"
"JAMESON, J. JONAH",THING/BENJAMIN J. GR
"JAMESON, J. JONAH","LEWIS, DEVON"
"JAMESON, J. JONAH","ROBERTSON, RANDY"
"JAMESON, J. JONAH","PARKER, MAY II"
"JAMESON, J. JONAH",SPIRAL
"JAMESON, J. JONAH","STACY, ARTHUR"
"JAMESON, J. JONAH","LEEDS, BETTY BRANT"
"JAMESON, J. JONAH","RAVEN, LT. JACOB"
"JAMESON, J. JONAH","OSBORN, HARRY"
"JAMESON, J. JONAH",KINGPIN/WILSON FISK
"JAMESON, J. JONAH","MANOLIS, LT. NICK"
"JAMESON, J. JONAH",SMASHER II
"JAMESON, J. JONAH","JAMESON, MARLA MADIS"
"JAMESON, J. JONAH",WIZARD/BENTLEY WITTM
"JAMESON, J. JONAH","ROBERTSON, MARTHA"
"JAMESON, J. JONAH","WATSON, KRISTY"
"JAMESON, MARLA MADIS",SPIDER-MAN/PETER PAR
"JAMESON, MARLA MADIS",SPIDER-MAN/PETER PAR
"JAMESON, MARLA MADIS","NELSON, FRANKLIN FOG"
JARA,MENTOR/ALARS [ETERNA
"JARVIS, EDWIN ",WASP/JANET VAN DYNE 
"JARVIS, EDWIN ",WASP/JANET VAN DYNE 
"JARVIS, EDWIN ",WASP/JANET VAN DYNE 
"JARVIS, EDWIN ",WASP/JANET VAN DYNE 
"JARVIS, EDWIN ",MAGOG
"JARVIS, EDWIN ",THOR/DR. DONALD BLAK
"JARVIS, EDWIN ",THOR/DR. DONALD BLAK
"JARVIS, EDWIN ",THOR/DR. DONALD BLAK
"JARVIS, EDWIN ",THOR/DR. DONALD BLAK
"JARVIS, EDWIN ",VISION 
"JARVIS, EDWIN ",VISION 
"JARVIS, EDWIN ",PHARAOH RAMA-TUT
"JARVIS, EDWIN ",PSYCHO-MAN
"JARVIS, EDWIN ",WHIRLWIND/DAVID CANN
"JARVIS, EDWIN ",MEPHISTO
"JARVIS, EDWIN ",MEPHISTO
"JARVIS, EDWIN ",TOAD/MORTIMER TOYNBE
"JARVIS, EDWIN ",SPIDER-MAN/PETER PAR
"JARVIS, EDWIN ","PRAZNIKI, VICTOR"
"JARVIS, EDWIN ",WONDER MAN/SIMON WIL
"JARVIS, EDWIN ","RICHARDS, FRANKLIN B"
"JARVIS, EDWIN ",RHINO
"JARVIS, EDWIN ",LIVING LASER/ARTHUR 
"JARVIS, EDWIN ",SHE-HULK/JENNIFER WA
"JARVIS, EDWIN ",SHE-HULK/JENNIFER WA
"JARVIS, EDWIN ",SCARLET WITCH/WANDA 
"JARVIS, EDWIN ",STONECUTTER/UTAMA TO
"JARVIS, EDWIN ",QUASAR III/WENDELL V
"JARVIS, EDWIN ",NIGHTCRAWLER/KURT WA
"JARVIS, EDWIN ",MADAME MASQUE III
JASON,ORACLE/LADY SIBYL
JASON,ULYSSES II
JAVITZ,SCANNER II
"JAYE-FIRESTONE, GING","RIDER, ROBERT ROBBIE"
"JEFFERSON, DR.",SPIDER-MAN/PETER PAR
"JEROME, JASON",QUASAR III/WENDELL V
JETSTREAM/HAROUD IBN,S'YM
JILL,WOLVERINE/LOGAN 
JILL,SNOWBIRD/NARYA/ANNE 
JINKU,SUB-MARINER/NAMOR MA
JIOMO,MALICE V/NAKIA
JOCASTA,MACHINE MAN/X-51
JOCASTA,WASP/JANET VAN DYNE 
JOCASTA,WASP/JANET VAN DYNE 
JOCASTA,WONDER MAN/SIMON WIL
JOCASTA,WONDER MAN/SIMON WIL
JOCASTA,VISION 
JOCASTA,ULTIMO
JOCASTA II,TABULA RASA
JOCASTA II,VISION 
JOLT/HALLIE TAKAHAMA,SCREAMING MIMI/MELIS
"JONES, BART",MIRAGE II/DANIELLE M
"JONES, CHARLOTTE","MOREAU, PHILLIP"
"JONES, CHARLOTTE",WAR/ABRAHAM LINCOLN 
"JONES, CHARLOTTE",RAX
"JONES, CHARLOTTE",SERSI/SYLVIA
"JONES, CHARLOTTE",ROGUE /
"JONES, CHARLOTTE",PSYLOCKE/ELISABETH B
"JONES, DANIEL DANNY","JONES, TAMMY ANNE"
"JONES, DANIEL DANNY",STARSHINE II/BRANDY 
"JONES, DANIEL DANNY",TORPEDO III/BROCK JO
"JONES, DANIEL DANNY","JONES, NELL"
"JONES, GABE",SCOURGE II/
"JONES, HUGH",SCARLET WITCH/WANDA 
"JONES, LORRAINE LORR",NOVA/RICHARD RIDER
"JONES, LORRAINE LORR",TERRAX II/TYROS
"JONES, MAGGIE","SPAULDING, PETER"
"JONES, MARLO CHANDLE","JONES, RICHARD MILHO"
"JONES, MARLO CHANDLE","JONES, RICHARD MILHO"
"JONES, MARLO CHANDLE",WONG
"JONES, MARLO CHANDLE",KLAER
"JONES, NELL","KILLBURN, MACK"
"JONES, RICHARD MILHO",MOON KNIGHT/MARC SPE
"JONES, RICHARD MILHO",MOONDRAGON/HEATHER D
"JONES, RICHARD MILHO",VECTOR
"JONES, RICHARD MILHO","MAXWELL, DR. WILFRED"
"JONES, RICHARD MILHO",SASQUATCH/WALTER LAN
"JONES, RICHARD MILHO",SASQUATCH/WALTER LAN
"JONES, RICHARD MILHO",THING/BENJAMIN J. GR
"JONES, RICHARD MILHO",STARSHINE II/BRANDY 
"JONES, RICHARD MILHO",MOCKINGBIRD/DR. BARB
"JONES, RICHARD MILHO","STERMAN, ANDREA ANDI"
"JONES, RICHARD MILHO",MENTOR/ALARS [ETERNA
"JONES, RICHARD MILHO",SILVER SURFER IMPOST
"JONES, RICHARD MILHO","ROSS, GEN. THADDEUS "
JOSEPH,KATH
JOSEPH,MARROW/SARAH 
JOSEPH,MARVEL GIRL/JEAN GRE
"JOSEPH, SHEVA","PARK, ARCHIE"
"JOSEPH, SHEVA","PARK, ARCHIE"
"JOSEPH, SHEVA","MILLER, TRACE"
"JOSHUA, DR. SEGISMUN","KNIGHT, MISTY"
"JOYCE, SAMANTHA",THUNDERSTRIKE/ERIC K
JUBILEE/JUBILATION L,MARROW/SARAH 
JUBILEE/JUBILATION L,M
JUBILEE/JUBILATION L,STINKY
JUBILEE/JUBILATION L,WOLVERINE/LOGAN 
JUBILEE/JUBILATION L,"O'DONNELL, EAMON"
JUBILEE/JUBILATION L,KINGPIN/WILSON FISK
JUBILEE/JUBILATION L,SYNCH/EVERETT THOMAS
JUBILEE/JUBILATION L,"MACTAGGERT, MOIRA KI"
JUBILEE/JUBILATION L,SPIKEY
JUBILEE/JUBILATION L,"ST. CROIX, NICOLE"
JUGGERNAUT/CAIN MARK,MYSTIQUE/RAVEN DARKH
JUGGERNAUT/CAIN MARK,THUNDERBIRD II/JAMES
JUSTICE II/VANCE AST,RAGE/ELVIN DARYL HAL
JUSTICE II/VANCE AST,NAMORITA/NITA PRENTI
JUSTICE II/VANCE AST,SPIDER-MAN/PETER PAR
JUSTICE II/VANCE AST,TOWER
JUSTICE II/VANCE AST,TAROT/MARIE-ANGE COL
